id,fold,sample,veh_value,exposure,veh_age,agecat,max_power,driving_history_score,e_bill,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,gender_f,gender_m,time_of_week_driven_weekday,time_of_week_driven_weekend,area_a,area_b,area_c,area_d,area_e,area_f,marital_status_m,marital_status_s,engine_type_dissel,engine_type_electric,engine_type_hybrid,engine_type_petrol,time_driven_12am6am,time_driven_12pm6pm,time_driven_6am12pm,time_driven_6pm12am,veh_color_black,veh_color_blue,veh_color_brown,veh_color_gray,veh_color_green,veh_color_red,veh_color_silver,veh_color_white,veh_color_yellow,veh_body_bus,veh_body_convt,veh_body_coupe,veh_body_hdtop,veh_body_mcara,veh_body_mibus,veh_body_panvn,veh_body_rdstr,veh_body_sedan,veh_body_stnwg,veh_body_suv,veh_body_truck,veh_body_ute
1,2,1|bld,5.800000000000001,0.362190934,2,1,161,73.0,0,6,646.516468959908,0.0,1,1,2023.198184,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55,1,1|bld,5.23,0.460876093,2,5,117,117.0,1,12,679.8490736727233,0.0,1,1,2385.032897,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,4,2|val,5.48,0.4695758485,2,3,175,128.0,1,6,648.3853961063268,1.0,1,1,2399.810713,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
57,3,1|bld,7.15,0.348603647,4,4,186,90.0,0,12,644.4689251698194,0.0,1,1,2005.513276,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,3,1|bld,5.96,0.936386813,2,4,158,90.0,1,12,649.9417425996974,1.0,1,1,4207.836192,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
59,3,1|bld,4.2,0.750107762,2,4,208,55.0,1,12,655.570099670897,0.0,1,1,4072.128346,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
60,4,2|val,3.770000000000001,0.870954829,1,5,158,91.0,0,12,643.2018938783685,0.0,1,1,4644.29298,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61,1,1|bld,5.28,0.893713917,3,6,185,91.0,0,12,637.4308575627293,1.0,1,1,4221.620338000001,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
62,4,2|val,5.94,0.791600956,1,1,149,70.0,1,12,644.9476099074108,0.0,1,1,4212.990159,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
63,1,1|bld,6.67,0.51822077,3,4,84,95.0,0,12,701.535588601173,0.0,1,1,2352.430962,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
64,3,1|bld,6.2700000000000005,0.996817594,2,1,125,108.0,1,12,677.3266022360101,1.0,1,1,5160.6632549999995,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
65,3,1|bld,4.57,0.454612806,3,3,187,83.0,1,6,641.7582232810753,1.0,1,1,2410.835189,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
66,2,1|bld,4.540000000000001,0.446281838,1,6,203,82.0,0,12,646.5941126085249,0.0,1,1,2101.467572,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
67,2,1|bld,5.48,0.70061626,2,1,201,67.0,1,12,654.2106268905214,0.0,1,1,3897.96578,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
68,1,1|bld,4.99,0.999364772,3,2,197,74.0,1,12,641.4460137880324,1.0,1,1,4553.339494,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
69,2,1|bld,7.07,0.331072656,4,2,190,117.0,0,12,644.3913861800547,0.0,1,1,2335.106509,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
70,1,1|bld,6.41,0.623901449,4,3,127,91.0,1,12,648.1602348654342,0.0,1,1,3158.583372,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
71,3,1|bld,5.53,0.70825693,2,1,81,79.0,1,12,641.61841201001,0.0,1,1,3365.838798,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
72,3,1|bld,5.300000000000001,0.925909004,3,5,207,55.0,0,12,635.8224363493529,1.0,1,1,5514.191151,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
73,2,1|bld,5.17,0.82659665,3,1,272,108.0,1,12,645.9621852230766,0.0,1,1,4449.887887,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,3,1|bld,6.07,0.971434451,3,4,108,87.0,0,12,640.0305906744588,1.0,1,1,5222.946032999999,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,3,1|bld,5.75,0.988558037,2,5,114,98.0,1,12,642.6840961992519,1.0,1,1,6239.430845000001,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
76,2,1|bld,4.300000000000001,0.813633002,3,2,187,82.0,0,12,631.7410550485296,0.0,1,1,3920.114736,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
77,1,1|bld,5.96,0.49840957,2,3,90,79.0,1,6,658.1588038693627,1.0,1,1,2327.8939,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
78,2,1|bld,5.74,0.463941673,2,5,98,98.0,1,6,637.6159191392436,1.0,1,1,2312.026136,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
79,4,2|val,4.93,0.434314842,3,3,149,65.0,0,12,649.4845363640991,0.0,1,1,2132.634117,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
80,3,1|bld,5.99,0.412356052,1,4,101,85.0,1,12,655.8377523279191,0.0,1,1,2291.742481,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
81,4,2|val,5.91,0.757545271,3,2,285,121.0,1,12,656.078746955815,0.0,1,1,4249.450463,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
82,4,2|val,6.82,0.679682225,4,2,135,69.0,1,12,641.8017434411331,0.0,1,1,4490.994465,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
83,2,1|bld,5.8100000000000005,0.748807572,2,4,194,105.0,1,12,652.2564969012557,0.0,1,1,3799.691525,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
84,3,1|bld,2.24,0.499667647,1,5,154,56.0,1,6,664.9088950784688,1.0,1,1,3661.298003,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
85,4,2|val,6.19,0.653021553,4,3,171,84.0,0,12,651.1533239522983,0.0,1,1,3740.619228,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
86,1,1|bld,3.58,0.739282913,3,3,148,61.0,1,12,645.2565066404167,0.0,1,1,4010.761057,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
87,4,2|val,5.87,0.3939294565,2,4,86,80.0,1,6,641.5083094069685,0.0,1,1,2381.605304,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
88,1,1|bld,1.91,0.837515274,1,3,129,87.0,1,12,659.5436034828788,0.0,1,1,4215.7824900000005,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
89,2,1|bld,7.03,0.728945507,4,4,184,82.0,1,12,648.3318105926559,0.0,1,1,4471.150082,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,3,1|bld,6.550000000000001,0.626963737,3,6,85,55.0,1,12,643.7986871834022,0.0,1,1,3275.660581,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91,1,1|bld,5.92,0.854374579,2,3,158,116.0,1,12,646.5154667595715,0.0,1,1,3545.732343,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
92,3,1|bld,6.16,0.999324532,2,4,131,94.0,1,12,655.7801055729391,1.0,1,1,4141.134198,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
